,Timestamp,SourceIP,SourcePort,DPort,Status
6265,3240452,123.57.254.142,48673,80,AUDIT
6266,3240480,77.72.82.92,59710,11162,BLOCK
6267,3240570,110.168.14.206,34201,23,BLOCK
6268,3240571,127.0.0.1,0,0,AUDIT
6269,3240571,127.0.0.1,39598,3306,AUDIT
6270,3240571,77.72.82.92,59710,11190,BLOCK
6271,3240666,77.72.82.135,52004,3895,BLOCK
6272,3240691,127.0.0.1,0,0,AUDIT
6273,3240691,127.0.0.1,39600,3306,AUDIT
6274,3240697,212.129.1.60,5096,5060,BLOCK
6275,3240730,103.240.17.73,34448,80,AUDIT
6276,3240802,222.165.220.42,58245,445,AUDIT
6277,3240811,127.0.0.1,0,0,AUDIT
6278,3240811,127.0.0.1,39602,3306,AUDIT
6279,3240850,221.194.47.233,51624,22,AUDIT
6280,3240931,127.0.0.1,0,0,AUDIT
6281,3240931,127.0.0.1,39604,3306,AUDIT
6282,3241010,66.240.205.34,47957,3460,BLOCK
6283,3241010,221.194.47.236,51166,22,AUDIT
6284,3241031,112.25.155.68,44776,1433,BLOCK
6285,3241051,127.0.0.1,0,0,AUDIT
6286,3241051,127.0.0.1,39606,3306,AUDIT
6287,3241113,121.18.238.39,58574,22,AUDIT
6288,3241118,121.18.238.39,43404,22,AUDIT
6289,3241123,121.18.238.39,59982,22,AUDIT
6290,3241171,127.0.0.1,0,0,AUDIT
6291,3241171,127.0.0.1,39608,3306,AUDIT
6292,3241229,141.212.122.120,51477,102,BLOCK
6293,3241249,121.18.238.39,55658,22,AUDIT
6294,3241254,121.18.238.39,40852,22,AUDIT
6295,3241259,121.18.238.39,56012,22,AUDIT
6296,3241266,82.221.105.7,10163,515,BLOCK
6297,3241285,103.79.141.173,62267,22,AUDIT
6298,3241291,127.0.0.1,0,0,AUDIT
6299,3241291,127.0.0.1,39610,3306,AUDIT
6300,3241321,5.188.9.25,41696,3397,BLOCK
6301,3241337,162.243.136.218,0,0,ALLOW
6302,3241354,221.194.47.236,59550,22,AUDIT
6303,3241362,5.188.86.22,56777,2105,BLOCK
6304,3241396,208.100.26.228,45378,11211,BLOCK
6305,3241401,5.188.9.25,41696,5598,BLOCK
6306,3241411,127.0.0.1,0,0,AUDIT
6307,3241411,127.0.0.1,39612,3306,AUDIT
6308,3241422,95.215.1.37,40416,9081,BLOCK
6309,3241423,58.218.200.31,25669,60001,BLOCK
6310,3241442,5.188.9.25,41696,3491,BLOCK
6311,3241467,201.0.28.124,50201,23,BLOCK
6312,3241531,127.0.0.1,0,0,AUDIT
6313,3241531,127.0.0.1,39614,3306,AUDIT
6314,3241600,37.79.33.152,1282,23,BLOCK
6315,3241615,189.48.110.30,49745,2323,BLOCK
6316,3241624,125.212.217.214,46640,5001,BLOCK
6317,3241651,127.0.0.1,0,0,AUDIT
6318,3241651,127.0.0.1,39616,3306,AUDIT
6319,3241702,134.119.213.127,8399,5060,BLOCK
6320,3241711,103.240.17.73,43681,80,AUDIT
6321,3241716,221.194.47.236,43410,22,AUDIT
6322,3241722,82.165.140.254,54598,80,AUDIT
6323,3241770,82.165.140.254,60982,80,AUDIT
6324,3241771,127.0.0.1,0,0,AUDIT
6325,3241771,127.0.0.1,39618,3306,AUDIT
6326,3241827,82.165.140.254,42050,80,AUDIT
6327,3241840,123.57.254.142,55375,80,AUDIT
6328,3241870,137.44.121.46,54192,80,AUDIT
6329,3241871,137.44.121.46,54195,80,AUDIT
6330,3241871,137.44.121.46,54193,80,AUDIT
6331,3241871,137.44.121.46,54194,80,AUDIT
6332,3241874,221.194.47.236,43175,22,AUDIT
6333,3241887,5.188.86.22,56777,3394,BLOCK
6334,3241891,127.0.0.1,0,0,AUDIT
6335,3241891,127.0.0.1,39620,3306,AUDIT
6336,3241940,137.44.121.46,54214,80,AUDIT
6337,3241972,82.165.140.254,38096,80,AUDIT
6338,3241987,82.165.140.254,40602,80,AUDIT
6339,3242011,127.0.0.1,0,0,AUDIT
6340,3242011,127.0.0.1,39622,3306,AUDIT
6341,3242046,5.188.86.22,56777,9058,BLOCK
6342,3242065,82.165.140.254,54548,80,AUDIT
6343,3242106,221.194.47.236,38388,22,AUDIT
6344,3242126,110.175.231.172,22205,9000,BLOCK
6345,3242131,127.0.0.1,0,0,AUDIT
6346,3242131,127.0.0.1,39624,3306,AUDIT
6347,3242152,5.188.86.22,56777,45589,BLOCK
6348,3242169,93.174.95.106,40263,587,BLOCK
6349,3242179,50.21.187.226,57702,22,AUDIT
6350,3242186,152.250.194.39,7369,23,BLOCK
6351,3242201,137.44.121.46,54220,80,AUDIT
6352,3242237,5.188.11.25,59724,20560,BLOCK
6353,3242251,127.0.0.1,0,0,AUDIT
6354,3242251,127.0.0.1,39626,3306,AUDIT
6355,3242279,194.158.192.152,65164,21,BLOCK
6356,3242344,95.215.1.37,40416,9080,BLOCK
6357,3242355,221.194.47.236,39384,22,AUDIT
6358,3242371,127.0.0.1,0,0,AUDIT
6359,3242371,127.0.0.1,39628,3306,AUDIT
6360,3242386,121.18.238.39,44976,22,AUDIT
6361,3242404,182.253.252.219,6767,23,BLOCK
6362,3242439,181.113.213.25,38533,22,AUDIT
6363,3242443,181.113.213.25,50951,22,AUDIT
6364,3242447,195.251.101.73,45128,1433,BLOCK
6365,3242458,125.22.109.231,18038,4899,BLOCK
6366,3242464,45.76.22.111,50248,80,AUDIT
6367,3242491,127.0.0.1,0,0,AUDIT
6368,3242491,127.0.0.1,39630,3306,AUDIT
6369,3242514,77.72.82.96,55759,7774,BLOCK
6370,3242523,162.243.146.131,51260,2083,BLOCK
6371,3242527,77.72.82.135,51964,5454,BLOCK
6372,3242574,183.220.102.254,18203,23,BLOCK
6373,3242586,46.166.142.57,5067,5060,BLOCK
6374,3242611,127.0.0.1,0,0,AUDIT
6375,3242611,127.0.0.1,39632,3306,AUDIT
6376,3242615,14.134.10.2,20697,10163,BLOCK
6377,3242615,205.209.159.129,28212,10163,BLOCK
6378,3242633,95.215.1.37,55488,8701,BLOCK
6379,3242667,216.218.206.69,43127,443,BLOCK
6380,3242678,139.162.84.112,51671,8000,BLOCK
6381,3242692,221.194.47.236,43050,22,AUDIT
6382,3242730,103.240.17.73,52921,80,AUDIT
6383,3242731,127.0.0.1,0,0,AUDIT
6384,3242731,127.0.0.1,39634,3306,AUDIT
6385,3242851,127.0.0.1,0,0,AUDIT
6386,3242851,127.0.0.1,39636,3306,AUDIT
6387,3242892,88.0.198.225,23144,23,BLOCK
6388,3242893,5.188.9.25,41696,4489,BLOCK
6389,3242903,88.248.90.99,27992,23,BLOCK
6390,3242918,109.248.9.4,40615,4297,BLOCK
6391,3242942,40.77.167.32,22095,80,AUDIT
6392,3242962,5.101.40.10,49669,22,AUDIT
6393,3242967,103.5.47.79,80,47002,BLOCK
6394,3242971,127.0.0.1,0,0,AUDIT
6395,3242971,127.0.0.1,39638,3306,AUDIT
6396,3243053,177.68.161.157,16431,23,BLOCK
6397,3243089,183.220.102.254,18203,23,BLOCK
6398,3243091,127.0.0.1,0,0,AUDIT
6399,3243091,127.0.0.1,39640,3306,AUDIT
6400,3243095,77.72.82.80,59511,7448,BLOCK
6401,3243098,146.0.77.142,55665,33310,BLOCK
6402,3243098,5.188.86.22,56777,52315,BLOCK
6403,3243101,213.205.198.59,54384,80,AUDIT
6404,3243103,213.205.198.59,6767,80,AUDIT
6405,3243145,5.188.86.57,43910,3414,BLOCK
6406,3243168,82.144.213.144,60006,80,AUDIT
6407,3243169,82.144.213.144,60008,80,AUDIT
6408,3243169,82.144.213.144,60007,80,AUDIT
6409,3243169,82.144.213.144,60009,80,AUDIT
6410,3243173,77.72.82.145,47619,18395,BLOCK
6411,3243187,201.92.172.17,22055,23,BLOCK
6412,3243188,37.106.127.86,47956,23,BLOCK
6413,3243205,82.144.213.144,60033,80,AUDIT
6414,3243211,127.0.0.1,0,0,AUDIT
6415,3243211,127.0.0.1,39642,3306,AUDIT
6416,3243215,121.55.104.8,1149,23,BLOCK
6417,3243280,146.0.36.35,5088,5060,BLOCK
6418,3243281,104.236.191.42,43231,17185,BLOCK
6419,3243303,123.57.254.142,43375,80,AUDIT
6420,3243330,185.8.51.39,59074,443,BLOCK
6421,3243331,127.0.0.1,0,0,AUDIT
6422,3243331,127.0.0.1,39644,3306,AUDIT
6423,3243343,121.201.33.215,28976,445,AUDIT
6424,3243376,89.36.208.193,60161,123,BLOCK
6425,3243385,162.243.136.218,0,0,ALLOW
6426,3243425,77.72.82.147,59735,1502,BLOCK
6427,3243451,127.0.0.1,0,0,AUDIT
6428,3243451,127.0.0.1,39646,3306,AUDIT
6429,3243459,27.78.52.147,31123,23,BLOCK
6430,3243470,88.250.195.180,17145,23,BLOCK
6431,3243481,221.173.128.199,13765,8008,BLOCK
6432,3243521,221.173.128.199,333,8088,BLOCK
6433,3243539,216.98.153.233,3268,3268,BLOCK
6434,3243553,115.238.245.8,55599,22,AUDIT
6435,3243571,127.0.0.1,0,0,AUDIT
6436,3243571,127.0.0.1,39648,3306,AUDIT
6437,3243586,66.249.83.95,63556,80,AUDIT
6438,3243592,95.17.138.83,37243,2323,BLOCK
6439,3243607,220.181.159.77,55495,9997,BLOCK
6440,3243631,95.215.1.37,40416,9094,BLOCK
6441,3243638,221.194.47.243,39842,22,AUDIT
6442,3243691,127.0.0.1,0,0,AUDIT
6443,3243691,127.0.0.1,39650,3306,AUDIT
6444,3243739,103.240.17.73,33916,80,AUDIT
6445,3243739,162.243.136.218,0,0,AUDIT
6446,3243739,162.243.136.218,39584,80,AUDIT
6447,3243751,200.24.228.40,55908,445,AUDIT
6448,3243795,52.73.169.169,33610,1900,BLOCK
6449,3243811,127.0.0.1,0,0,AUDIT
6450,3243811,127.0.0.1,39654,3306,AUDIT
6451,3243841,61.96.255.190,11179,2323,BLOCK
6452,3243880,80.82.77.139,58022,4664,BLOCK
6453,3243931,127.0.0.1,0,0,AUDIT
6454,3243931,127.0.0.1,39656,3306,AUDIT
6455,3243943,163.172.207.190,53909,3389,BLOCK
6456,3243960,52.200.221.20,16536,80,AUDIT
6457,3243970,186.207.85.112,26489,23,BLOCK
6458,3244036,52.27.2.86,54957,80,AUDIT
6459,3244051,127.0.0.1,0,0,AUDIT
6460,3244051,127.0.0.1,39658,3306,AUDIT
6461,3244089,122.47.36.224,44732,22,AUDIT
6462,3244171,127.0.0.1,0,0,AUDIT
6463,3244171,127.0.0.1,39660,3306,AUDIT
6464,3244176,115.55.13.155,2141,23,BLOCK
6465,3244177,139.162.121.251,56789,3128,BLOCK
6466,3244178,221.194.44.211,33117,22,AUDIT
6467,3244181,91.219.31.15,47970,123,BLOCK
6468,3244210,52.59.102.42,53541,80,AUDIT
6469,3244211,5.188.86.22,56777,33333,BLOCK
6470,3244223,221.194.47.245,34166,22,AUDIT
6471,3244236,66.111.57.45,59309,5971,BLOCK
6472,3244276,124.122.156.7,21246,2323,BLOCK
6473,3244291,127.0.0.1,0,0,AUDIT
6474,3244291,127.0.0.1,39662,3306,AUDIT
6475,3244311,103.79.143.40,50363,22,AUDIT
6476,3244317,83.28.240.204,60533,23,BLOCK
6477,3244323,103.79.143.40,62694,22,AUDIT
6478,3244352,212.129.1.60,5061,5060,BLOCK
6479,3244353,114.139.135.26,61670,23,BLOCK
6480,3244364,58.218.204.26,9090,22,AUDIT
6481,3244411,127.0.0.1,0,0,AUDIT
6482,3244411,127.0.0.1,39664,3306,AUDIT
6483,3244413,164.77.72.146,44476,23,BLOCK
6484,3244453,77.72.82.98,58684,9000,BLOCK
6485,3244531,127.0.0.1,0,0,AUDIT
6486,3244531,127.0.0.1,39666,3306,AUDIT
6487,3244584,40.77.167.32,8476,80,AUDIT
6488,3244595,104.234.223.14,38054,22,AUDIT
6489,3244597,95.215.1.37,40416,9093,BLOCK
6490,3244598,182.241.112.248,56445,23,BLOCK
6491,3244651,127.0.0.1,0,0,AUDIT
6492,3244651,127.0.0.1,39668,3306,AUDIT
6493,3244654,5.188.11.25,59724,20563,BLOCK
6494,3244679,50.21.187.226,50652,22,AUDIT
6495,3244711,46.161.9.61,64008,80,AUDIT
6496,3244711,77.72.82.145,47619,14292,BLOCK
6497,3244717,77.72.82.92,59710,11109,BLOCK
6498,3244729,157.55.39.5,7316,80,AUDIT
6499,3244729,94.182.63.103,23520,23,BLOCK
6500,3244751,148.153.44.86,42618,5553,BLOCK
6501,3244753,123.57.254.142,52400,80,AUDIT
6502,3244757,103.240.17.73,43160,80,AUDIT
6503,3244759,46.29.161.241,5443,5060,BLOCK
6504,3244771,127.0.0.1,0,0,AUDIT
6505,3244771,127.0.0.1,39670,3306,AUDIT
6506,3244785,18.219.113.19,63967,80,AUDIT
6507,3244815,77.247.181.162,36716,80,AUDIT
6508,3244866,5.143.167.17,16985,23,BLOCK
6509,3244891,127.0.0.1,0,0,AUDIT
6510,3244891,127.0.0.1,39672,3306,AUDIT
6511,3244941,5.188.9.25,41696,5589,BLOCK
6512,3244996,77.72.82.147,59735,1580,BLOCK
6513,3245011,127.0.0.1,0,0,AUDIT
6514,3245011,127.0.0.1,39674,3306,AUDIT
6515,3245015,191.101.167.167,53957,3391,BLOCK
6516,3245039,77.72.82.147,59735,1505,BLOCK
6517,3245059,77.72.82.96,55759,6651,BLOCK
6518,3245063,95.215.1.37,55425,6637,BLOCK
6519,3245115,183.88.154.178,36258,445,AUDIT
6520,3245117,83.251.143.57,36711,23,BLOCK
6521,3245131,127.0.0.1,0,0,AUDIT
6522,3245131,127.0.0.1,39676,3306,AUDIT
6523,3245203,185.94.111.1,33479,161,BLOCK
6524,3245203,103.101.111.112,41866,23,BLOCK
6525,3245233,95.215.1.37,55425,6634,BLOCK
6526,3245245,218.65.96.111,45137,445,AUDIT
6527,3245251,127.0.0.1,0,0,AUDIT
6528,3245251,127.0.0.1,39678,3306,AUDIT
6529,3245266,186.4.220.178,28764,2323,BLOCK
6530,3245298,66.240.192.138,23999,81,BLOCK
6531,3245300,103.81.33.39,49749,23,BLOCK
6532,3245371,127.0.0.1,0,0,AUDIT
6533,3245371,127.0.0.1,39680,3306,AUDIT
6534,3245384,148.153.34.114,50180,445,AUDIT
6535,3245433,162.243.136.218,0,0,ALLOW
6536,3245472,181.214.87.14,46070,3999,BLOCK
6537,3245491,127.0.0.1,0,0,AUDIT
6538,3245491,127.0.0.1,39682,3306,AUDIT
6539,3245492,35.187.228.244,48722,554,BLOCK
6540,3245511,82.144.213.144,60876,80,AUDIT
6541,3245512,82.144.213.144,60880,80,AUDIT
6542,3245512,82.144.213.144,60879,80,AUDIT
6543,3245512,82.144.213.144,60878,80,AUDIT
6544,3245512,82.144.213.144,60881,80,AUDIT
6545,3245512,82.144.213.144,60882,80,AUDIT
6546,3245521,5.188.9.25,41696,18091,BLOCK
6547,3245585,115.238.245.4,32858,22,AUDIT
6548,3245611,127.0.0.1,0,0,AUDIT
6549,3245611,127.0.0.1,39684,3306,AUDIT
6550,3245685,174.139.4.174,56730,445,AUDIT
6551,3245689,107.170.236.113,48422,7002,BLOCK
6552,3245707,187.10.80.67,42336,23,BLOCK
6553,3245731,127.0.0.1,0,0,AUDIT
6554,3245731,127.0.0.1,39686,3306,AUDIT
6555,3245737,77.72.82.135,51964,5481,BLOCK
6556,3245790,103.240.17.73,52397,80,AUDIT
6557,3245791,37.79.33.71,1024,23,BLOCK
6558,3245808,164.52.7.174,52223,23,BLOCK
6559,3245808,164.52.7.174,52222,23,BLOCK
6560,3245815,119.28.61.77,45866,1433,BLOCK
6561,3245822,77.72.82.57,56936,2588,BLOCK
6562,3245830,77.72.82.96,55759,6660,BLOCK
6563,3245851,127.0.0.1,0,0,AUDIT
6564,3245851,127.0.0.1,39688,3306,AUDIT
6565,3245971,127.0.0.1,0,0,AUDIT
6566,3245971,127.0.0.1,39690,3306,AUDIT
6567,3246023,171.6.186.230,52887,445,AUDIT
6568,3246034,5.188.9.25,41696,53388,BLOCK
6569,3246068,119.1.109.85,55095,123,BLOCK
6570,3246091,127.0.0.1,0,0,AUDIT
6571,3246091,127.0.0.1,39692,3306,AUDIT
6572,3246097,202.168.151.128,40115,80,AUDIT
6573,3246111,185.130.212.167,60000,3389,BLOCK
6574,3246116,165.227.230.208,39182,80,AUDIT
6575,3246116,162.243.136.218,0,0,AUDIT
6576,3246116,162.243.136.218,39626,80,AUDIT
6577,3246120,122.156.26.138,43839,23,BLOCK
6578,3246121,200.148.59.33,49955,23,BLOCK
6579,3246128,5.188.86.22,56777,35853,BLOCK
6580,3246153,83.0.154.138,39644,23,BLOCK
6581,3246200,181.214.87.14,46070,8881,BLOCK
6582,3246211,127.0.0.1,0,0,AUDIT
6583,3246211,127.0.0.1,39696,3306,AUDIT
6584,3246246,123.57.254.142,38576,80,AUDIT
6585,3246253,77.72.82.96,55759,6648,BLOCK
6586,3246270,77.72.82.145,47619,21226,BLOCK
6587,3246276,5.188.11.25,59724,20562,BLOCK
6588,3246276,66.249.79.70,62829,80,AUDIT
6589,3246286,182.126.116.233,36170,23,BLOCK
6590,3246317,77.72.82.11,55210,9777,BLOCK
6591,3246331,127.0.0.1,0,0,AUDIT
6592,3246331,127.0.0.1,39698,3306,AUDIT
6593,3246355,95.215.1.37,40402,4125,BLOCK
6594,3246380,200.2.100.75,1904,23,BLOCK
6595,3246389,38.142.99.18,10978,8000,BLOCK
6596,3246451,127.0.0.1,0,0,AUDIT
6597,3246451,127.0.0.1,39700,3306,AUDIT
6598,3246476,204.44.65.4,59176,8080,BLOCK
6599,3246481,42.151.41.51,33294,2323,BLOCK
6600,3246502,177.37.4.162,22453,23,BLOCK
6601,3246543,77.72.82.147,59735,1586,BLOCK
6602,3246571,127.0.0.1,0,0,AUDIT
6603,3246571,127.0.0.1,39702,3306,AUDIT
6604,3246608,187.10.12.47,29705,23,BLOCK
6605,3246691,127.0.0.1,0,0,AUDIT
6606,3246691,127.0.0.1,39704,3306,AUDIT
6607,3246701,27.3.44.109,40481,23,BLOCK
6608,3246724,43.248.207.4,30208,8080,BLOCK
6609,3246792,88.232.29.137,51322,1433,BLOCK
6610,3246794,5.188.86.22,56777,5106,BLOCK
6611,3246806,103.240.17.73,33405,80,AUDIT
6612,3246811,127.0.0.1,0,0,AUDIT
6613,3246811,127.0.0.1,39706,3306,AUDIT
6614,3246924,188.93.21.4,5298,5060,BLOCK
6615,3246930,190.221.56.226,6000,139,AUDIT
6616,3246931,127.0.0.1,0,0,AUDIT
6617,3246931,127.0.0.1,39708,3306,AUDIT
6618,3246952,123.212.48.26,35620,22,AUDIT
6619,3247036,157.55.39.234,7753,80,AUDIT
6620,3247051,127.0.0.1,0,0,AUDIT
6621,3247051,127.0.0.1,39710,3306,AUDIT
6622,3247051,77.72.82.57,56936,2594,BLOCK
6623,3247126,177.103.139.179,2500,23,BLOCK
6624,3247169,50.21.187.226,43600,22,AUDIT
6625,3247171,127.0.0.1,0,0,AUDIT
6626,3247171,127.0.0.1,39712,3306,AUDIT
6627,3247240,117.23.59.90,57694,1433,BLOCK
6628,3247244,211.71.30.67,54446,1433,BLOCK
6629,3247271,221.194.47.243,33372,22,AUDIT
6630,3247285,27.2.49.14,22561,23,BLOCK
6631,3247288,221.194.47.243,51753,22,AUDIT
6632,3247291,127.0.0.1,0,0,AUDIT
6633,3247291,127.0.0.1,39714,3306,AUDIT
6634,3247293,18.219.113.19,62740,80,AUDIT
6635,3247339,216.98.153.228,3269,3269,BLOCK
6636,3247408,180.116.168.99,41239,23,BLOCK
6637,3247411,127.0.0.1,0,0,AUDIT
6638,3247411,127.0.0.1,39716,3306,AUDIT
6639,3247414,185.165.29.154,41597,5900,BLOCK
6640,3247481,162.243.136.218,0,0,ALLOW
6641,3247531,127.0.0.1,0,0,AUDIT
6642,3247531,127.0.0.1,39718,3306,AUDIT
6643,3247556,220.181.159.77,55495,11113,BLOCK
6644,3247631,5.188.9.25,41696,33921,BLOCK
6645,3247651,127.0.0.1,0,0,AUDIT
6646,3247651,127.0.0.1,39720,3306,AUDIT
6647,3247665,177.189.119.71,17658,23,BLOCK
6648,3247693,185.222.211.86,44040,3417,BLOCK
6649,3247738,189.146.98.19,32642,23,BLOCK
6650,3247739,77.72.82.92,59710,11198,BLOCK
6651,3247744,208.100.26.228,51725,15672,BLOCK
6652,3247771,127.0.0.1,0,0,AUDIT
6653,3247771,127.0.0.1,39722,3306,AUDIT
6654,3247786,123.57.254.142,50010,80,AUDIT
6655,3247787,162.243.136.218,0,0,AUDIT
6656,3247787,162.243.136.218,39656,80,AUDIT
6657,3247866,103.240.17.73,42629,80,AUDIT
6658,3247885,77.72.82.96,55759,6686,BLOCK
6659,3247891,127.0.0.1,0,0,AUDIT
6660,3247891,127.0.0.1,39726,3306,AUDIT
6661,3247904,218.13.8.239,49995,22,AUDIT
6662,3247936,41.199.228.220,58796,23,BLOCK
6663,3247953,112.215.253.57,11212,445,AUDIT
6664,3248004,212.129.1.60,5074,5060,BLOCK
6665,3248011,127.0.0.1,0,0,AUDIT
6666,3248011,127.0.0.1,39728,3306,AUDIT
6667,3248014,77.72.82.135,52004,2292,BLOCK
6668,3248094,78.188.35.154,23220,23,BLOCK
6669,3248108,95.215.1.37,40402,4068,BLOCK
6670,3248131,127.0.0.1,0,0,AUDIT
6671,3248131,127.0.0.1,39730,3306,AUDIT
6672,3248153,69.118.252.162,49642,80,AUDIT
6673,3248153,69.118.252.162,49643,80,AUDIT
6674,3248154,69.118.252.162,49644,80,AUDIT
6675,3248154,69.118.252.162,49645,80,AUDIT
6676,3248154,69.118.252.162,49647,80,AUDIT
6677,3248154,69.118.252.162,49646,80,AUDIT
6678,3248154,69.118.252.162,49648,80,AUDIT
6679,3248154,69.118.252.162,49649,80,AUDIT
6680,3248166,46.166.142.57,5084,5060,BLOCK
6681,3248198,77.222.134.50,64764,445,AUDIT
6682,3248248,162.243.147.229,59139,8443,BLOCK
6683,3248251,127.0.0.1,0,0,AUDIT
6684,3248251,127.0.0.1,39732,3306,AUDIT
6685,3248301,190.238.121.97,48689,22,AUDIT
6686,3248301,190.238.121.97,48315,22,AUDIT
6687,3248310,77.72.82.80,59511,7496,BLOCK
6688,3248326,185.14.185.29,53740,22,AUDIT
6689,3248333,59.42.43.170,1168,1433,BLOCK
6690,3248371,127.0.0.1,0,0,AUDIT
6691,3248371,127.0.0.1,39734,3306,AUDIT
6692,3248386,77.72.82.135,52004,3881,BLOCK
6693,3248424,95.215.1.37,40402,4062,BLOCK
6694,3248457,104.236.247.64,51073,844,BLOCK
6695,3248479,111.92.79.167,47788,80,AUDIT
6696,3248479,111.92.79.167,19874,80,AUDIT
6697,3248480,111.92.79.167,64175,80,AUDIT
6698,3248491,127.0.0.1,0,0,AUDIT
6699,3248491,127.0.0.1,39736,3306,AUDIT
6700,3248521,74.104.150.207,64229,80,AUDIT
6701,3248521,74.104.150.207,64231,80,AUDIT
6702,3248521,74.104.150.207,64228,80,AUDIT
6703,3248525,218.84.134.247,64723,1433,BLOCK
6704,3248561,89.40.126.122,53859,6667,BLOCK
6705,3248611,127.0.0.1,0,0,AUDIT
6706,3248611,127.0.0.1,39738,3306,AUDIT
6707,3248666,221.200.91.58,7909,23,BLOCK
6708,3248683,77.72.82.80,59511,7401,BLOCK
6709,3248713,103.100.210.237,49180,3306,BLOCK
6710,3248731,127.0.0.1,0,0,AUDIT
6711,3248731,127.0.0.1,39740,3306,AUDIT
6712,3248769,77.72.82.92,59710,11138,BLOCK
6713,3248783,74.104.150.207,64464,80,AUDIT
6714,3248783,80.211.130.17,54485,23,BLOCK
6715,3248795,124.153.248.64,63955,23,BLOCK
6716,3248823,89.248.168.14,65534,8545,BLOCK
6717,3248851,127.0.0.1,0,0,AUDIT
6718,3248851,127.0.0.1,39742,3306,AUDIT
6719,3248857,181.139.7.80,14714,23,BLOCK
6720,3248914,103.240.17.73,51860,80,AUDIT
6721,3248939,185.130.212.167,60000,3395,BLOCK
6722,3248953,77.72.82.93,45055,4097,BLOCK
6723,3248971,127.0.0.1,0,0,AUDIT
6724,3248971,127.0.0.1,39744,3306,AUDIT
6725,3248983,82.222.59.174,2524,23,BLOCK
6726,3248986,202.97.205.78,60825,22,AUDIT
6727,3249023,77.72.82.92,59710,11125,BLOCK
6728,3249091,127.0.0.1,0,0,AUDIT
6729,3249091,127.0.0.1,39746,3306,AUDIT
6730,3249114,165.255.191.247,17642,23,BLOCK
6731,3249125,77.72.82.147,59735,1556,BLOCK
6732,3249129,23.248.219.5,50582,8080,BLOCK
6733,3249163,121.201.118.13,37259,1433,BLOCK
6734,3249211,127.0.0.1,0,0,AUDIT
6735,3249211,127.0.0.1,39748,3306,AUDIT
6736,3249296,181.214.87.243,41797,3389,BLOCK
6737,3249297,123.57.254.142,38370,80,AUDIT
6738,3249302,202.97.205.78,42657,22,AUDIT
6739,3249303,164.52.6.148,49086,3306,BLOCK
6740,3249303,164.52.6.148,49085,3306,BLOCK
6741,3249309,77.72.82.145,47619,52750,BLOCK
6742,3249330,38.140.143.242,10978,8081,BLOCK
6743,3249331,127.0.0.1,0,0,AUDIT
6744,3249331,127.0.0.1,39750,3306,AUDIT
6745,3249332,66.111.57.45,59309,5975,BLOCK
6746,3249336,14.190.56.70,61439,445,AUDIT
6747,3249362,38.140.143.226,10978,8443,BLOCK
6748,3249399,221.194.47.245,55063,22,AUDIT
6749,3249451,127.0.0.1,0,0,AUDIT
6750,3249451,127.0.0.1,39752,3306,AUDIT
6751,3249479,115.238.245.2,51972,22,AUDIT
6752,3249483,5.188.11.25,59724,20597,BLOCK
6753,3249530,162.243.136.218,0,0,ALLOW
6754,3249536,221.194.47.233,42432,22,AUDIT
6755,3249537,194.44.209.31,35138,23,BLOCK
6756,3249571,127.0.0.1,0,0,AUDIT
6757,3249571,127.0.0.1,39754,3306,AUDIT
6758,3249600,77.72.82.98,58684,9989,BLOCK
6759,3249647,5.188.86.22,56777,64444,BLOCK
6760,3249651,77.72.82.92,59710,11123,BLOCK
6761,3249671,50.21.187.226,36540,22,AUDIT
6762,3249691,127.0.0.1,0,0,AUDIT
6763,3249691,127.0.0.1,39756,3306,AUDIT
6764,3249715,18.219.113.19,57157,80,AUDIT
6765,3249733,92.54.59.220,28862,23,BLOCK
6766,3249755,179.110.34.160,26825,23,BLOCK
6767,3249756,212.129.49.142,58110,22,AUDIT
6768,3249759,212.129.49.142,58161,22,AUDIT
6769,3249765,77.72.82.135,52004,2281,BLOCK
6770,3249811,127.0.0.1,0,0,AUDIT
6771,3249811,127.0.0.1,39758,3306,AUDIT
6772,3249831,14.134.5.4,16833,18967,BLOCK
6773,3249831,205.209.159.120,19335,18967,BLOCK
6774,3249931,127.0.0.1,0,0,AUDIT
6775,3249931,127.0.0.1,39760,3306,AUDIT
6776,3249961,103.240.17.73,32855,80,AUDIT
6777,3249990,125.212.217.215,33310,3388,BLOCK
6778,3250012,1.49.6.225,8967,23,BLOCK
6779,3250030,77.72.82.96,55835,8732,BLOCK
6780,3250041,86.123.55.43,22624,23,BLOCK
6781,3250051,127.0.0.1,0,0,AUDIT
6782,3250051,127.0.0.1,39762,3306,AUDIT
6783,3250130,77.72.82.145,47619,51700,BLOCK
6784,3250135,119.1.109.46,6000,3306,BLOCK
6785,3250171,127.0.0.1,0,0,AUDIT
6786,3250171,127.0.0.1,39764,3306,AUDIT
6787,3250284,209.126.136.5,43732,139,AUDIT
6788,3250291,127.0.0.1,0,0,AUDIT
6789,3250291,127.0.0.1,39766,3306,AUDIT
6790,3250343,78.189.18.209,19401,23,BLOCK
6791,3250393,181.214.87.11,43150,60000,BLOCK
6792,3250411,127.0.0.1,0,0,AUDIT
6793,3250411,127.0.0.1,39768,3306,AUDIT
6794,3250455,119.1.109.46,6000,1433,BLOCK
6795,3250484,5.188.86.22,56777,3368,BLOCK
6796,3250502,191.101.167.167,53957,4002,BLOCK
