,Timestamp,SourceIP,SourcePort,DPort,Status
1306,3230082,181.214.87.11,43150,20002,BLOCK
1307,3230122,80.82.70.133,45244,2223,BLOCK
1308,3230134,77.72.85.18,42277,44150,BLOCK
1309,3230204,41.196.0.131,52459,3395,BLOCK
1310,3230226,208.100.26.228,52684,9200,BLOCK
1311,3230227,173.255.217.203,36811,443,AUDIT
1312,3230229,77.72.85.18,42277,12858,BLOCK
1313,3230259,5.188.86.40,49030,4103,BLOCK
1314,3230283,71.6.158.166,13443,5984,BLOCK
1315,3230334,187.94.139.9,37509,22,AUDIT
1316,3230339,77.72.85.18,42277,52155,BLOCK
1317,3230348,74.82.47.19,53335,6379,BLOCK
1318,3230369,77.72.85.18,42277,21774,BLOCK
1319,3230414,68.85.251.154,46921,40302,BLOCK
1320,3230451,185.35.62.74,60823,161,BLOCK
1321,3230508,5.188.86.22,56777,33392,BLOCK
1322,3230523,106.186.113.169,43948,143,BLOCK
1323,3230567,77.72.85.18,42277,30673,BLOCK
1324,3230571,216.108.251.171,5000,26747,BLOCK
1325,3230583,51.15.70.236,16933,5060,BLOCK
1326,3230683,77.72.85.18,42277,41129,BLOCK
1327,3230693,77.72.82.22,52866,886,BLOCK
1328,3230712,36.80.51.201,60591,445,AUDIT
1329,3230714,77.72.85.18,42277,40806,BLOCK
1330,3230721,36.80.51.201,60591,445,AUDIT
1331,3230729,198.211.117.56,0,0,ALLOW
1332,3230734,60.210.64.29,50964,23,BLOCK
1333,3230757,51.15.59.78,35168,22,AUDIT
1334,3230943,77.72.85.18,42277,45733,BLOCK
1335,3230967,103.10.134.13,64687,81,BLOCK
1336,3230994,182.148.67.112,17749,23,BLOCK
1337,3230996,83.23.224.197,44061,23,BLOCK
1338,3231026,123.101.237.152,2057,2323,BLOCK
1339,3231040,77.72.85.18,42277,11795,BLOCK
1340,3231042,212.225.139.211,55309,23,BLOCK
1341,3231042,103.251.221.22,41469,22,AUDIT
1342,3231047,27.199.109.53,62995,23,BLOCK
1343,3231052,77.72.85.18,42277,52283,BLOCK
1344,3231074,122.170.132.155,48838,23,BLOCK
1345,3231090,77.72.85.18,42277,38970,BLOCK
1346,3231105,77.72.82.125,59852,9822,BLOCK
1347,3231193,109.248.9.4,40615,5229,BLOCK
1348,3231205,77.72.85.18,42277,52795,BLOCK
1349,3231214,178.44.248.38,39959,23,BLOCK
1350,3231251,77.72.85.18,42277,21881,BLOCK
1351,3231312,202.121.179.155,26510,22,AUDIT
1352,3231335,77.72.82.22,52866,1951,BLOCK
1353,3231362,5.188.86.22,56777,62991,BLOCK
1354,3231374,77.72.82.98,58684,3406,BLOCK
1355,3231387,184.105.139.101,65251,1900,BLOCK
1356,3231425,77.72.85.18,42277,28958,BLOCK
1357,3231437,89.248.168.14,65535,8515,BLOCK
1358,3231450,89.248.168.14,65534,8545,BLOCK
1359,3231469,77.72.85.18,42277,59566,BLOCK
1360,3231505,14.231.160.134,61248,445,AUDIT
1361,3231513,77.72.85.18,42277,56232,BLOCK
1362,3231514,74.82.47.56,43942,4786,BLOCK
1363,3231529,77.72.85.18,42277,57689,BLOCK
1364,3231538,124.134.207.158,53744,1433,BLOCK
1365,3231558,77.72.85.18,42277,55654,BLOCK
1366,3231594,185.94.111.1,45713,53,BLOCK
1367,3231601,89.248.172.16,58022,7779,BLOCK
1368,3231604,220.181.159.77,55495,11114,BLOCK
1369,3231606,77.72.85.18,42277,10500,BLOCK
1370,3231616,42.225.47.244,7367,2323,BLOCK
1371,3231683,77.72.85.18,42277,22755,BLOCK
1372,3231708,161.200.189.132,57219,445,AUDIT
1373,3231719,5.188.86.40,49030,4108,BLOCK
1374,3231760,77.72.85.18,42277,40772,BLOCK
1375,3231779,186.56.111.15,16237,23,BLOCK
1376,3231795,148.241.160.46,65092,22,AUDIT
1377,3231798,148.241.160.46,50734,22,BLOCK
1378,3231798,148.241.160.46,50863,22,BLOCK
1379,3231798,148.241.160.46,50978,22,BLOCK
1380,3231799,148.241.160.46,51228,22,BLOCK
1381,3231799,148.241.160.46,51556,22,BLOCK
1382,3231800,148.241.160.46,52030,22,BLOCK
1383,3231800,148.241.160.46,52234,22,BLOCK
1384,3231801,148.241.160.46,52336,22,BLOCK
1385,3231801,148.241.160.46,52528,22,BLOCK
1386,3231803,148.241.160.46,53752,22,BLOCK
1387,3231818,77.72.85.18,42277,13581,BLOCK
1388,3231832,71.197.67.82,1551,5555,BLOCK
1389,3231909,77.72.85.18,42277,15083,BLOCK
1390,3231940,221.194.47.239,41548,22,AUDIT
1391,3231966,77.72.85.18,42277,15256,BLOCK
1392,3232001,173.15.146.27,34568,23,BLOCK
1393,3232086,221.194.47.236,53810,22,AUDIT
1394,3232130,77.72.85.18,42277,6812,BLOCK
1395,3232141,5.188.11.25,41740,20516,BLOCK
1396,3232146,177.183.232.37,40202,23,BLOCK
1397,3232173,77.72.85.18,42277,14929,BLOCK
1398,3232210,187.75.155.250,7961,23,BLOCK
1399,3232219,92.101.120.86,6376,22,AUDIT
1400,3232231,190.178.161.198,60049,2222,BLOCK
1401,3232248,86.205.123.95,43120,23,BLOCK
1402,3232266,77.72.85.18,42277,39551,BLOCK
1403,3232275,5.8.50.130,51275,33389,BLOCK
1404,3232301,46.166.142.60,5081,5060,BLOCK
1405,3232320,162.243.141.23,57726,993,BLOCK
1406,3232337,193.43.17.43,41224,22,AUDIT
1407,3232364,185.130.212.167,60000,3394,BLOCK
1408,3232386,116.236.135.26,53155,1433,BLOCK
1409,3232395,77.72.85.18,42277,56293,BLOCK
1410,3232412,198.211.117.56,0,0,ALLOW
1411,3232418,119.109.234.123,61314,1433,BLOCK
1412,3232475,77.72.85.18,42277,12199,BLOCK
1413,3232532,5.188.86.22,56777,53388,BLOCK
1414,3232536,77.72.85.18,42277,10525,BLOCK
1415,3232550,189.111.1.100,30865,23,BLOCK
1416,3232594,77.72.85.18,42277,44126,BLOCK
1417,3232603,221.194.47.233,59039,22,AUDIT
1418,3232607,5.188.86.22,56777,33824,BLOCK
1419,3232615,77.72.82.57,56936,1596,BLOCK
1420,3232686,77.72.85.18,42277,52609,BLOCK
1421,3232700,115.238.245.2,47883,22,AUDIT
1422,3232718,181.64.82.130,35366,5358,BLOCK
1423,3232742,77.72.85.18,42277,13800,BLOCK
1424,3232744,77.72.82.96,55835,8717,BLOCK
1425,3232759,146.0.77.142,55665,33339,BLOCK
1426,3232768,77.72.85.18,42277,18491,BLOCK
1427,3232777,198.211.117.56,0,0,ALLOW
1428,3232780,77.72.85.18,42277,17133,BLOCK
1429,3232781,212.47.252.61,5060,5060,BLOCK
1430,3232864,77.72.85.18,42277,32955,BLOCK
1431,3232910,90.71.215.169,18419,23,BLOCK
1432,3232910,77.72.85.18,42277,34886,BLOCK
1433,3232920,78.221.223.169,61825,23,BLOCK
1434,3232969,77.72.85.18,42277,14678,BLOCK
1435,3232987,201.68.150.13,29594,23,BLOCK
1436,3233020,77.72.85.18,42277,4256,BLOCK
1437,3233059,216.98.153.241,10001,10001,BLOCK
1438,3233074,77.72.85.18,42277,18059,BLOCK
1439,3233115,103.251.221.22,59799,22,AUDIT
1440,3233123,77.72.85.18,42277,46427,BLOCK
1441,3233132,59.124.2.10,4701,22,AUDIT
1442,3233152,77.72.82.22,52866,1919,BLOCK
1443,3233210,175.136.231.5,56890,23,BLOCK
1444,3233228,101.20.120.162,40734,23,BLOCK
1445,3233230,77.72.85.18,42277,13339,BLOCK
1446,3233257,5.188.9.25,41696,43390,BLOCK
1447,3233426,77.72.85.18,42277,47457,BLOCK
1448,3233431,74.82.47.17,2706,17,BLOCK
1449,3233543,77.72.85.18,42277,31465,BLOCK
1450,3233568,77.72.82.22,52866,134,BLOCK
1451,3233581,77.72.85.18,42277,39300,BLOCK
1452,3233581,77.72.82.135,51964,5482,BLOCK
1453,3233611,77.72.85.18,42277,34393,BLOCK
1454,3233659,51.15.59.78,57188,22,AUDIT
1455,3233676,77.72.85.18,42277,35951,BLOCK
1456,3233678,77.72.82.147,41764,1506,BLOCK
1457,3233707,89.248.168.14,65535,8543,BLOCK
1458,3233761,5.188.11.25,41740,20551,BLOCK
1459,3233823,77.72.85.18,42277,42624,BLOCK
1460,3233844,77.72.82.22,52866,121,BLOCK
1461,3233854,95.215.1.37,55488,8706,BLOCK
1462,3233861,77.72.82.147,41764,1528,AUDIT
1463,3233891,77.72.85.18,42277,56796,BLOCK
1464,3233899,77.72.82.22,52866,1887,BLOCK
1465,3233919,77.72.85.18,42277,41032,BLOCK
1466,3233937,212.200.158.8,50526,23,BLOCK
1467,3234058,77.72.85.18,42277,8797,BLOCK
1468,3234073,191.209.114.64,33463,23,BLOCK
1469,3234076,77.72.82.147,41764,1575,BLOCK
1470,3234123,77.72.85.18,42277,53151,BLOCK
1471,3234142,77.72.82.92,41734,11190,BLOCK
1472,3234217,77.72.85.18,42277,37070,BLOCK
1473,3234253,77.72.82.22,52866,274,BLOCK
1474,3234278,187.10.251.38,49455,23,BLOCK
1475,3234282,128.199.59.196,50687,23,BLOCK
1476,3234291,61.177.157.186,16873,23,BLOCK
1477,3234304,109.102.185.63,58910,23,BLOCK
1478,3234331,61.191.47.183,51767,1433,BLOCK
1479,3234376,77.72.85.18,42277,28914,BLOCK
1480,3234390,91.210.178.120,55460,23,BLOCK
1481,3234391,77.72.85.18,42277,50774,BLOCK
1482,3234406,216.218.206.102,49530,445,AUDIT
1483,3234483,77.72.85.18,42277,5621,BLOCK
1484,3234508,126.14.186.42,56831,23,BLOCK
1485,3234514,77.72.85.18,42277,42740,BLOCK
1486,3234518,5.188.86.22,56777,3333,AUDIT
1487,3234551,211.149.225.87,54876,1433,BLOCK
1488,3234603,77.72.85.18,42277,43901,BLOCK
1489,3234613,5.188.86.22,56777,3398,BLOCK
1490,3234620,2.181.14.251,52348,23,AUDIT
1491,3234699,77.72.85.18,42277,37124,AUDIT
1492,3234723,112.133.232.80,50726,445,AUDIT
1493,3234756,211.104.229.91,39384,52869,BLOCK
1494,3234759,77.72.85.18,42277,39554,BLOCK
1495,3234760,5.188.86.56,58771,3391,BLOCK
1496,3234798,118.76.113.237,24290,23,BLOCK
1497,3234810,221.173.128.199,44234,8008,BLOCK
1498,3234825,198.211.117.56,0,0,ALLOW
1499,3234855,77.72.85.18,42277,32820,BLOCK
1500,3234875,221.173.128.199,10085,8088,BLOCK
1501,3234908,77.72.85.18,42277,36635,BLOCK
1502,3234908,5.188.86.56,58771,3393,BLOCK
1503,3234912,77.72.85.18,42277,23433,BLOCK
1504,3234939,222.186.46.15,6000,3306,BLOCK
1505,3234975,58.211.164.83,38348,202,BLOCK
1506,3234976,178.159.37.99,59133,3128,BLOCK
1507,3234993,5.188.86.22,56777,3396,BLOCK
1508,3235029,5.101.0.9,53877,22,AUDIT
1509,3235029,96.9.156.113,55094,22,AUDIT
1510,3235034,85.93.20.34,41623,13394,BLOCK
1511,3235036,156.222.106.20,58842,22,AUDIT
1512,3235051,77.72.85.18,42277,21578,BLOCK
1513,3235063,89.248.168.14,65535,8575,BLOCK
1514,3235146,77.72.85.18,42277,48578,BLOCK
1515,3235150,58.221.49.82,6000,81,BLOCK
1516,3235161,5.188.10.108,59129,3390,BLOCK
1517,3235162,77.72.85.18,42277,56511,BLOCK
1518,3235169,89.165.173.210,43627,23,BLOCK
1519,3235186,77.72.82.135,51964,4681,BLOCK
1520,3235192,24.89.209.189,63002,5555,BLOCK
1521,3235200,77.72.85.18,42277,49385,BLOCK
1522,3235211,95.215.1.37,40416,9088,BLOCK
1523,3235285,179.185.180.191,31460,2323,BLOCK
1524,3235298,77.72.85.18,42277,49345,BLOCK
1525,3235299,36.24.247.184,19286,23,BLOCK
1526,3235318,77.72.85.18,42277,27594,BLOCK
1527,3235398,51.15.93.50,37942,5060,BLOCK
1528,3235407,77.72.85.18,42277,30870,BLOCK
1529,3235414,103.100.210.237,6056,3306,BLOCK
1530,3235429,77.72.82.98,58684,3384,BLOCK
1531,3235641,77.72.85.18,42277,23853,BLOCK
1532,3235655,95.215.1.37,40416,9083,BLOCK
1533,3235688,91.196.7.228,57298,8000,BLOCK
1534,3235689,91.196.7.228,58458,8000,BLOCK
1535,3235704,77.72.85.18,42277,48979,BLOCK
1536,3235717,51.15.71.134,30202,80,BLOCK
1537,3235767,66.111.57.55,59073,5924,BLOCK
1538,3235807,5.188.86.22,56777,11189,BLOCK
1539,3235834,77.72.85.18,42277,4578,BLOCK
1540,3235844,119.180.218.127,14270,23,BLOCK
1541,3235882,182.120.161.74,45202,23,BLOCK
1542,3235956,171.97.125.226,2559,23,BLOCK
1543,3236012,77.72.85.18,42277,35882,BLOCK
1544,3236015,175.213.95.127,49238,52869,BLOCK
1545,3236036,222.118.118.199,49238,52869,BLOCK
1546,3236038,59.18.241.140,49238,52869,BLOCK
1547,3236044,221.150.122.161,49238,52869,BLOCK
1548,3236049,121.148.198.21,49238,52869,BLOCK
1549,3236053,183.104.233.233,49238,52869,BLOCK
1550,3236054,14.45.59.164,49238,52869,BLOCK
1551,3236055,119.193.50.120,49238,52869,BLOCK
1552,3236056,218.159.249.28,49238,52869,BLOCK
1553,3236059,220.121.115.167,49238,52869,BLOCK
1554,3236084,24.157.25.5,65278,23,BLOCK
1555,3236109,77.72.85.18,42277,15488,BLOCK
1556,3236165,52.73.169.169,59557,1900,BLOCK
1557,3236201,181.214.87.11,43150,3300,BLOCK
1558,3236208,5.188.9.25,41696,7770,BLOCK
1559,3236253,146.0.77.142,55665,33384,BLOCK
1560,3236262,71.6.216.38,389,389,BLOCK
1561,3236317,77.72.85.18,42277,55528,BLOCK
1562,3236319,77.72.82.135,51964,4680,BLOCK
1563,3236342,92.55.139.33,37315,23,BLOCK
1564,3236388,77.72.85.18,42277,16491,BLOCK
1565,3236429,86.100.173.165,9367,23,BLOCK
1566,3236467,77.72.85.18,42277,19349,BLOCK
1567,3236485,95.215.1.37,40416,9081,BLOCK
1568,3236493,66.111.57.55,59073,5992,BLOCK
1569,3236563,220.129.107.56,3141,25,BLOCK
1570,3236571,208.100.26.228,59026,10050,BLOCK
1571,3236645,77.72.85.18,42277,43030,BLOCK
1572,3236660,114.228.93.30,38031,23,BLOCK
1573,3236718,77.72.85.18,42277,33430,BLOCK
1574,3236810,221.194.44.211,47492,22,AUDIT
1575,3236814,139.162.113.212,36408,25,BLOCK
1576,3236821,203.171.245.93,52574,1433,BLOCK
1577,3236828,77.72.85.18,42277,19706,BLOCK
1578,3236864,222.186.46.180,43231,1433,BLOCK
1579,3236874,198.211.117.56,0,0,ALLOW
1580,3236903,189.18.180.121,4880,23,BLOCK
1581,3236918,221.194.47.236,49667,22,AUDIT
1582,3236929,77.72.82.96,55759,7773,BLOCK
1583,3236952,77.72.85.18,42277,51788,BLOCK
1584,3236965,77.72.82.92,59710,11192,BLOCK
1585,3236971,5.188.86.47,55317,3389,BLOCK
1586,3237008,77.72.82.22,52866,246,BLOCK
1587,3237030,63.241.180.196,22157,445,AUDIT
1588,3237030,181.214.87.14,46070,11115,BLOCK
1589,3237036,203.88.132.97,50506,21,BLOCK
1590,3237059,77.72.85.18,42277,56891,BLOCK
1591,3237086,31.168.111.52,34679,81,BLOCK
1592,3237118,77.72.85.18,42277,37756,BLOCK
1593,3237165,177.68.171.68,3325,23,BLOCK
1594,3237171,202.168.157.106,26969,23,BLOCK
1595,3237287,103.251.221.22,39986,22,AUDIT
1596,3237310,77.72.82.57,56936,2586,BLOCK
1597,3237311,193.106.30.162,54140,123,BLOCK
1598,3237347,77.72.82.80,59511,7494,BLOCK
1599,3237384,45.118.166.51,25520,23,BLOCK
1600,3237506,190.128.168.78,47861,22,BLOCK
1601,3237534,77.72.85.18,42277,59973,BLOCK
1602,3237559,141.105.69.190,60000,8888,BLOCK
1603,3237563,77.72.85.18,42277,15318,BLOCK
1604,3237579,77.72.82.92,59710,11137,BLOCK
1605,3237594,71.6.216.41,636,636,BLOCK
1606,3237601,77.72.85.18,42277,29197,BLOCK
1607,3237648,77.72.82.22,52866,1566,BLOCK
1608,3237672,77.72.85.18,42277,52428,BLOCK
1609,3237688,222.141.74.197,29596,23,BLOCK
1610,3237693,82.234.84.167,56875,137,AUDIT
1611,3237731,77.72.85.18,42277,46078,BLOCK
1612,3237747,77.72.82.57,56936,1593,BLOCK
1613,3237773,77.72.82.96,55835,8723,BLOCK
1614,3237774,46.166.142.60,5068,5060,BLOCK
1615,3237818,38.142.192.26,10978,443,AUDIT
1616,3237988,77.72.85.18,42277,53150,BLOCK
1617,3238005,177.198.93.210,17218,23,BLOCK
1618,3238033,77.72.85.18,42277,58824,BLOCK
1619,3238079,181.214.87.7,41892,3389,BLOCK
1620,3238099,38.142.192.26,59028,443,AUDIT
1621,3238101,77.72.85.18,42277,59529,BLOCK
1622,3238151,77.72.82.57,56925,5060,BLOCK
1623,3238179,77.72.85.18,42277,5884,BLOCK
1624,3238181,177.189.52.234,34752,23,BLOCK
1625,3238241,187.57.197.112,15955,23,BLOCK
1626,3238267,77.72.85.18,42277,36984,BLOCK
1627,3238305,181.214.87.14,46070,6999,BLOCK
1628,3238330,58.218.213.45,41573,22,AUDIT
1629,3238339,77.72.85.18,42277,38557,BLOCK
1630,3238341,221.194.47.233,43814,22,AUDIT
1631,3238343,124.154.79.156,16863,2323,BLOCK
1632,3238354,5.188.9.25,41696,33929,BLOCK
1633,3238371,113.7.2.147,57064,23,BLOCK
1634,3238379,176.122.101.78,4042,23,BLOCK
1635,3238398,77.72.82.135,52004,3881,BLOCK
1636,3238403,77.72.85.18,42277,22661,BLOCK
1637,3238413,114.139.228.187,30879,23,BLOCK
1638,3238431,181.214.87.14,46070,57777,BLOCK
1639,3238439,5.188.9.25,41696,4091,BLOCK
1640,3238508,77.72.85.18,42277,43158,BLOCK
1641,3238509,77.72.82.22,52866,1475,BLOCK
1642,3238594,77.72.85.18,42277,39862,BLOCK
1643,3238642,177.68.36.249,51756,23,BLOCK
1644,3238705,77.72.85.18,42277,52905,BLOCK
1645,3238710,52.178.79.64,49982,22,AUDIT
1646,3238711,77.72.85.18,42277,36232,BLOCK
1647,3238722,51.255.160.77,57627,2375,AUDIT
1648,3238763,77.72.85.18,42277,53042,BLOCK
1649,3238790,115.197.118.23,46741,23,BLOCK
1650,3238794,49.4.135.15,6000,1433,BLOCK
1651,3238806,77.72.85.18,42277,31655,BLOCK
1652,3238810,119.10.46.31,55860,1433,AUDIT
1653,3238858,77.72.85.18,42277,26084,AUDIT
1654,3238874,52.178.79.64,44104,22,AUDIT
1655,3238883,77.72.85.18,42277,17824,BLOCK
1656,3238889,52.178.79.64,57618,22,AUDIT
1657,3238922,202.121.179.155,57481,22,AUDIT
1658,3238922,198.211.117.56,0,0,ALLOW
1659,3238942,52.178.79.64,41702,22,AUDIT
1660,3238943,201.40.186.191,64456,2323,BLOCK
1661,3238955,77.72.85.18,42277,27133,BLOCK
1662,3238979,52.178.79.64,40510,22,AUDIT
1663,3238997,52.178.79.64,54028,22,AUDIT
1664,3239015,52.178.79.64,39312,22,AUDIT
1665,3239037,52.178.79.64,52836,22,AUDIT
1666,3239061,52.178.79.64,38138,22,AUDIT
1667,3239085,52.178.79.64,51668,22,AUDIT
1668,3239103,77.72.85.18,42277,3687,BLOCK
1669,3239110,52.178.79.64,36968,22,AUDIT
1670,3239129,77.72.85.18,42277,28970,BLOCK
1671,3239136,77.72.82.92,59710,11149,BLOCK
1672,3239156,77.159.91.92,60125,23,BLOCK
1673,3239159,77.72.82.22,52866,1986,BLOCK
1674,3239176,103.99.2.7,51415,22,AUDIT
1675,3239207,52.178.79.64,34618,22,AUDIT
1676,3239208,77.72.85.18,42277,37946,BLOCK
1677,3239230,141.212.122.83,39392,2323,BLOCK
1678,3239230,141.212.122.84,54805,2323,BLOCK
1679,3239235,77.72.85.18,42277,21180,BLOCK
1680,3239257,52.178.79.64,33454,22,AUDIT
1681,3239276,77.72.85.18,42277,19910,BLOCK
1682,3239307,52.178.79.64,60516,22,AUDIT
1683,3239332,52.178.79.64,45824,22,AUDIT
1684,3239339,77.72.82.93,45055,4085,BLOCK
1685,3239357,52.178.79.64,59356,22,AUDIT
1686,3239381,52.178.79.64,44656,22,AUDIT
1687,3239399,103.251.221.22,58312,22,AUDIT
1688,3239444,77.72.85.18,42277,34010,BLOCK
1689,3239453,103.207.39.234,63177,22,AUDIT
1690,3239461,77.72.85.18,42277,41296,BLOCK
1691,3239478,52.178.79.64,42314,22,AUDIT
1692,3239478,77.72.82.135,52004,2297,BLOCK
1693,3239500,52.178.79.64,55838,22,AUDIT
1694,3239501,189.78.95.140,1040,23,BLOCK
1695,3239502,188.166.34.51,38569,8087,BLOCK
1696,3239502,77.72.82.98,58684,7777,BLOCK
1697,3239524,52.178.79.64,41136,22,AUDIT
1698,3239543,187.11.236.208,31714,23,BLOCK
1699,3239570,5.188.86.22,56777,23389,BLOCK
1700,3239572,52.178.79.64,39962,22,AUDIT
1701,3239590,77.72.85.18,42277,28583,BLOCK
1702,3239618,52.178.79.64,38790,22,AUDIT
1703,3239644,77.72.85.18,42277,20344,BLOCK
1704,3239652,77.72.82.80,59511,7425,BLOCK
1705,3239672,77.72.85.18,42277,59631,BLOCK
1706,3239697,52.178.79.64,36420,22,AUDIT
1707,3239707,77.72.85.18,42277,17812,BLOCK
1708,3239720,52.178.79.64,49918,22,AUDIT
1709,3239725,192.241.197.61,36567,2078,BLOCK
1710,3239736,58.45.237.58,22907,23,BLOCK
1711,3239741,77.72.85.18,42277,21509,BLOCK
1712,3239768,52.178.79.64,48764,22,AUDIT
1713,3239792,52.178.79.64,34064,22,AUDIT
1714,3239794,77.72.85.18,42277,51186,BLOCK
1715,3239816,52.178.79.64,47594,22,AUDIT
1716,3239831,115.238.245.8,48308,22,AUDIT
1717,3239837,77.72.85.18,42277,55249,BLOCK
1718,3239844,178.159.37.99,44237,3128,BLOCK
1719,3239845,173.49.131.17,42231,5900,BLOCK
1720,3239858,77.72.85.18,42277,43084,BLOCK
1721,3239884,77.72.82.147,59735,1582,BLOCK
1722,3239890,52.178.79.64,59956,22,AUDIT
1723,3239915,52.178.79.64,45256,22,AUDIT
1724,3239928,200.126.102.218,60424,22,AUDIT
1725,3239945,77.72.82.57,56925,5071,BLOCK
1726,3239956,37.122.2.241,61678,445,AUDIT
1727,3239980,27.206.15.207,64402,23,BLOCK
1728,3239990,52.178.79.64,57622,22,AUDIT
1729,3239995,222.186.57.242,6000,2222,BLOCK
1730,3240013,185.56.81.54,460,5900,BLOCK
1731,3240016,77.72.85.18,42277,43540,BLOCK
1732,3240041,52.178.79.64,56454,22,AUDIT
1733,3240044,77.72.85.18,42277,38835,BLOCK
1734,3240066,52.178.79.64,41742,22,AUDIT
1735,3240068,5.188.11.25,59724,20558,BLOCK
1736,3240070,185.94.111.1,55720,123,BLOCK
1737,3240091,52.178.79.64,55282,22,AUDIT
1738,3240115,52.178.79.64,40582,22,AUDIT
1739,3240116,212.47.252.61,5065,5060,BLOCK
1740,3240131,77.72.85.18,42277,52168,BLOCK
1741,3240162,52.178.79.64,39414,22,AUDIT
1742,3240186,52.178.79.64,52946,22,AUDIT
1743,3240194,51.15.70.236,40259,5060,BLOCK
1744,3240210,52.178.79.64,38246,22,AUDIT
1745,3240223,185.196.181.170,6445,23,BLOCK
1746,3240224,195.88.208.192,58583,23,BLOCK
1747,3240233,52.178.79.64,51750,22,AUDIT
1748,3240254,77.72.85.18,42277,34015,BLOCK
1749,3240282,52.178.79.64,50600,22,AUDIT
1750,3240316,77.72.85.18,42277,45752,BLOCK
1751,3240332,177.138.231.2,8958,23,BLOCK
1752,3240344,77.72.85.18,42277,47379,BLOCK
1753,3240352,179.99.131.105,2487,23,BLOCK
1754,3240376,77.72.85.18,42277,21189,BLOCK
1755,3240397,77.72.82.57,56925,3192,BLOCK
1756,3240413,112.170.88.69,25889,52869,BLOCK
1757,3240436,77.72.82.22,52866,1554,BLOCK
1758,3240442,201.232.29.45,1560,2323,BLOCK
1759,3240459,77.72.85.18,42277,11323,AUDIT
1760,3240485,52.178.79.64,44666,22,AUDIT
1761,3240505,52.178.79.64,58188,22,AUDIT
1762,3240519,92.49.185.120,57242,445,AUDIT
1763,3240544,52.178.79.64,56998,22,AUDIT
1764,3240563,52.178.79.64,42280,22,AUDIT
1765,3240571,151.80.111.239,3511,42893,BLOCK
1766,3240582,52.178.79.64,55804,22,AUDIT
1767,3240601,52.178.79.64,41092,22,AUDIT
1768,3240611,125.212.217.214,46499,5632,BLOCK
1769,3240629,5.135.179.5,43248,22,AUDIT
1770,3240641,77.72.85.18,42277,16967,BLOCK
1771,3240648,201.232.29.45,1560,2323,BLOCK
1772,3240687,77.72.85.18,42277,20864,BLOCK
1773,3240705,52.178.79.64,52244,22,AUDIT
1774,3240728,52.178.79.64,37538,22,AUDIT
1775,3240743,146.0.77.142,55665,33354,BLOCK
1776,3240745,201.232.29.45,1560,2323,BLOCK
1777,3240750,52.178.79.64,51070,22,AUDIT
1778,3240763,151.80.111.239,3511,56283,BLOCK
1779,3240771,52.178.79.64,36358,22,AUDIT
1780,3240784,77.72.85.18,42277,19887,BLOCK
1781,3240793,52.178.79.64,49888,22,AUDIT
1782,3240815,52.178.79.64,35182,22,AUDIT
1783,3240838,52.178.79.64,48708,22,AUDIT
1784,3240851,201.232.29.45,1560,2323,BLOCK
1785,3240880,52.178.79.64,47526,22,AUDIT
1786,3240901,52.178.79.64,32816,22,AUDIT
1787,3240923,52.178.79.64,46342,22,AUDIT
1788,3240946,77.72.85.18,42277,11700,BLOCK
1789,3240951,141.212.122.166,58848,443,AUDIT
1790,3240963,177.64.193.251,21690,23,BLOCK
1791,3240968,52.178.79.64,45164,22,AUDIT
1792,3240970,198.211.117.56,0,0,ALLOW
1793,3240976,77.72.85.18,42277,17867,BLOCK
1794,3240981,181.45.109.229,6265,23,BLOCK
1795,3240990,52.178.79.64,58690,22,AUDIT
1796,3241013,52.178.79.64,43988,22,AUDIT
1797,3241013,77.72.85.18,42277,30143,BLOCK
1798,3241037,52.178.79.64,57520,22,AUDIT
1799,3241047,77.72.85.18,42277,16085,BLOCK
1800,3241062,52.178.79.64,42820,22,AUDIT
1801,3241081,77.72.85.18,42277,53065,BLOCK
1802,3241087,77.72.82.22,52866,383,BLOCK
1803,3241112,52.178.79.64,41658,22,AUDIT
1804,3241112,186.62.107.105,24966,22,AUDIT
1805,3241139,52.178.79.64,55188,22,AUDIT
1806,3241164,52.178.79.64,40494,22,AUDIT
1807,3241164,112.73.93.220,12257,1433,BLOCK
1808,3241180,203.76.92.63,10172,23,BLOCK
1809,3241190,52.178.79.64,54026,22,AUDIT
1810,3241204,77.72.85.18,42277,22788,BLOCK
1811,3241213,103.5.47.78,80,64400,BLOCK
1812,3241216,52.178.79.64,39332,22,AUDIT
1813,3241219,77.72.85.18,42277,13474,BLOCK
1814,3241231,77.72.82.22,52866,428,BLOCK
1815,3241247,201.1.65.241,57131,23,BLOCK
1816,3241250,77.72.85.18,42277,46482,BLOCK
1817,3241253,191.23.64.21,55579,23,BLOCK
1818,3241259,77.72.85.18,42277,15000,BLOCK
1819,3241285,52.178.79.64,51688,22,AUDIT
1820,3241308,52.178.79.64,36980,22,AUDIT
1821,3241310,77.72.85.18,42277,51457,BLOCK
1822,3241329,52.178.79.64,50504,22,AUDIT
1823,3241346,77.72.85.18,42277,10601,BLOCK
1824,3241353,52.178.79.64,35804,22,AUDIT
1825,3241365,77.72.82.22,52866,1244,BLOCK
1826,3241368,87.110.13.112,22214,23,BLOCK
1827,3241394,77.72.85.18,42277,49676,BLOCK
1828,3241423,52.178.79.64,48152,22,AUDIT
1829,3241435,77.72.85.18,42277,14120,BLOCK
1830,3241448,52.178.79.64,33444,22,AUDIT
1831,3241473,52.178.79.64,46982,22,AUDIT
